text,classification,topics,
Quality of food is good. The service needs improvement. The dishes are not replenished in time. A time lag in replenishment leads to break in food consumption and guests put their plates down. Management then refill the dishes and food keeps lying there unused. This is a cheap tactics used by most of the marquees including Monal.,neutral,,
I attend my welcome party just last year.It was just awesome place to go...Every one should go there,good,,
Iftar buffet is really awesome. The price is around 1750 including tax. A lot of yummy dishes to enjoy.,good,,
Excellent service. Very helpful staff and extremely classy decor.,good,,
Food was good as well as the management is dutiful polite and well dressed.Rates are economical for  uper- middle class families,neutral,,
Nice setup except outside is little dusty,neutral,,
"One of the best venues for weddings and events.
The fanfare of the weddings is celebrated well with the parking drop off point, the entrance lobby, and then the marquee.
The stage is set at the far end usually. With a nice backdrop of flowers etc. It makes for a good wedding backdrop!
Food is always great. Good choice. Good quality. Staff is polite and friendly.
Parking needs a better finish. Need a paved area especially if it has been raining. Shoes get dusty by the time you get to the hall.
The best memory of all functions attended is that the food is delicious!!!
Also that the interior is done well. Neutral enough to be elegant and demure at the same time.",good,,
"If you need to be special at your special day, the monal is the answer. Luxury place.",neutral,,
One of the finest and well managed event venue. Also their food is good.,good,,
It is nice marquee for event with wide parking and excellent food,good,,
Best place for events food very tasty ?? well decorated nice place ??,good,,
Beautiful decorated marquee.  Nice arrangement. Parking place need to be improved,good,,
Good interior design and food quality is satisfactory,good,,
"On my first visit to Monal i was very impressed with the overall environment of the Marquee. Such a big place where easily i guess upto 1000 people can gather. Ambiance are very cool as well. The food variety was very good and the way their waiter served very admirable they didnt sit till start to end of the dinner, during that time they asked every guest about any need.
There was no issue of parking car as they jointly very big place where all other Marquee guests can easily park.",neutral,,
"I have attended a Mehndi ceremony here,
Monal Marquee have a great deal in this professional setup, outstanding arrangements, nice and well secured !",good,,
Very comfortable place and a good venue for the wedding or parties. Location is great although traffic around is an issue. The service is also great. Enjoyed the party.,good,,
"Monal Marquee
Food 10/10
Ambiance 8/10
Service 10/10
Great Marquee but the entrance road is not up to the mark rough patches along the road need to work on that",neutral,,
Excellent environment friendly service delicious hot fresh served quality food,good,,
"It is the marquee of monal resturant chain located on main margalla road E-11.

It has a single hall for weddings.",neutral,,
Good service with nice food,good,,
Monal Marquee is the best place for life events I visited & liked.,good,,
In all fairness its one of the best venues for functions. The food was delicious and served aptly. Halls are spacious and suitably kept up. Large gatherings require more space but interior decor can improve the venue to a great extent. Stage and seating arrangement here were exquisit. The host and guest looked comfortable and happy with the marquee management.,good,,
"Best food and view.
I think it's will be best place for evening parties and dinners. Night view of Islamabad from monal is fantastic.",good,,
"Nice place ............??
Level view ............ ????
Service bs thk hee ha ..........??
Good Taste ..........??",good,,
Owsome.  Owsome.  Simply. Owsome.  In every thing.   Price. Are bit  high. But overall marquee  and services.  Food  is owsome,neutral,,
Good place for celebrating programs. Good taste of all kinds food and good services being provided.,good,,
"I had a wonderful experience at the Zakia's Marriage Hall! From the moment we stepped inside, we were impressed with the elegant decor and immaculate cleanliness. The staff was exceptionally helpful and accommodating, ensuring that every detail of our special day was executed flawlessly. The spacious hall easily accommodated all our guests, and the catering service was top-notch with a delectable menu that received rave reviews from everyone. The well-maintained garden added a touch of natural beauty to the event, and the ample parking space made it convenient for our guests. I can't recommend Zakia's Marriage Hall enough for any couple looking to host their dream wedding. It was the perfect venue for our special day, and we couldn't be happier with the experience!",good,,
"Good food, but only on expensive packages. normal or budget packages suck. Service is slow. Management is slow too. Decorations are of market competitive price but the quality is not .",neutral,,
"The place is wonderful and spacious
It is charismatic and wonderful..

The valet staff is quite cooperative
And the food was just excellent
Loved the service",good,,
"Experience : was disappointing, management was very poor. Serving style was annoying. I mean for 10 person table, there was only one dish of chicken karahi, dish size was for 3,4 person only. You have to walk to get it because table was too big for that dish.
Same about plater filled with rice, BBQ, naan, only one for 10 person. Better go for buffet style

Quality : was not good. Not satisfied. Bbq seems frozen gola kabab. Poor selection. This should be live BBQ or at least fresh

Sitting ?? :  was below average. Need to change their furniture.

Restroom ?? ??: again washroom were also disappointing. No hand wash or soap. For three basin, was only one mirror

Staff ????????: was not professional. No proper uniform. Some were wearing shalwar qamiz, some white shirt and pant. No management for serving

Wheelchair ??? : no, only stairs

Payment mode : cash

Parking ??? : available",bad,,
"Great Experience.
Food 10/10
Hall Interior 8/10
Overall experience is good.",good,,
"Good place for gatherings and weddings. Food is average , ambiance is good and access is very easy from the main margalla road. Overall 7/10",neutral,,
There is a lot of unanswered questions.  Food is very good,good,,
"Everything is so perfect quality of food A class starter to end amazing highly recommended for your events hope you will also gave them ??????????.
So humble & Passionate staff with good behave....",neutral,,
"Went there on marriage. It was a cool place: spacious, clean, cooperative staff and felt like home.
Please update and repair your chairs that's all.",neutral,,
Very very bad management. The food tasted fine. But management was not able to manage properly. People had to wait for a long time for refills.,bad,,
Amazing service and nice location,good,,
"I attended barat at this place. Looking good but all food taste are average even some are below average
Fish is smelling
Long waiting for every food refill
Very bad sweet dishes
Never recommend.",bad,,
This area is full of wedding halls and Marquees. This hall is beautiful as well as spacious.  Food served there very delicious.,good,,
Beauty full marquee with out class buffet,neutral,,
The hall is grand. Their decoration is excellent. Food is a bit weak. Seekh kebab were hard to chew. Gulab jaman had too much sugar. Gajar Ka halwa was very good. Salad was also weak. Table cloth at main table was dirty. Some glasses were unclean too.,bad,,
"Just satisfactory, nothing extra ordinary / outstanding. The service was of average standards whereas the food was good.",neutral,,
Great place for events. Everything is good and delicious. Very helpful staff.,good,,
Nice decoration. Well managed food quality is good. Parking space is not as good as interior,good,,
Nice place for weddings,good,,
"Its one of the numerous wedding ""marquees"" that abound in the E-11 sector of Islamabad's North-west corner. Most of these follow a homogenous ""standard"" - neither too fancy nor too bad. The internal decor is pretty standard.  However, in this case, the food was superb.  I am not sure if the food is managed by the venue owners or my host ordered it himself (most likely its the former as venue owners do not wish to let their profits flow outside).",neutral,,
Nice environment and service but taste is just okay.,good,,
"Delicious, big parking, nice setting and big halI. I think best event hall in E.11 from all marques",good,,
Best place for Shadi or Valima,good,,
"Awesome food, just that it was served wayyy too late.",neutral,,
Food ia good but some attention on infrastucture,good,,
Good experience with them but so far for me bcz im coming from murree????,neutral,,
Good setting and arrangements . nice experience overall,good,,
"Sub standard food, Noisy AC system. Not Recommended.",bad,,
"Very worst experience, very bad experience ever, Their management have no ethics very bad behavior of workers,The decoration of hall is worst & worst . No cleanliness ,the things which they committed were changed.",bad,,
Beautiful complex. Well managed and kept.  But I despise the practice of serving meals to ladies after men have taken their. That's discrimination,neutral,,
A small marque in E/11. Service and food was good.,neutral,,
"Location is great.
Ambiance is average so is the taste",neutral,,
Its a beautiful place for marriage. Very spacious. Very well decorated. Very well managed. Good thing is that they also have wheel chair accessible parking which usually marquees Don't have. Yes its expensive but its worth it. Food was also very delicious. Management is also very cooperative. Parking space is open and wide so no issues for car parking. I recently attended marriage of my cousin Hamza Satti on this weekend there and it was great experience for me. Its far from Rawalpindi so people from Rawalpindi may find it far to come there but it's a good place for marriages. Lot of space for males and females. There was a water spring in the hall but it was not working. Over all it was a good experience.,neutral,,
"E-11 most pathetic marquee.
Food quality is worst",neutral,,
Good experience...love the ambiance and overall environment...,neutral,,
Hall is good but little old look but overall 8/10,neutral,,
My last visit was in December 2022 for one of my relative's wedding. The place is good but considering changes and modern life the place is getting older now. They must have to invest some amount in redecorating and increasing more facilities.,neutral,,
"Attended wedding yesterday on 3th September, 2022.
Just building is good interior /decorate well but staff , service and food serve cold .
Note ????? not recommended
Don't waste your money here

1. Hall was very hot as there was very low AC.
2. Presentation and serving of the food was very poor.
3. Toilet facilities in poor conditions and outside the hall.
4. Poor ambiance.
5. Average parking facilities.
6. Food quality was below average.
7. Ramp was available for wheelchair access.

Below average Marquee.",neutral,,
Very bad experience for food quality,bad,,
No quality of food and very bad service????,bad,,
Clean facility with freshly cooked food and great service,good,,
Very untidy and unhygienic place. Staff were rude. The stage was change which was promised has been given to others. Food quality was good but service was pathetic. Roti was served 30 minutes before dinner starts. Fresh roti took 15 minutes to be on the table and by the time many guest left without having dinner. Overall very dirty floor and below ordinary table covers and chair covers. Not recommended for life time events.,bad,,
"Badly cooked food, crockery broken and not even properly washed",bad,,
"Amazing hall and decoration suitable for world class wedding ceremonies.
The food was extremely amazing and the owners are very accommodating.
Amazing experience",good,,
"Quality of food was poor, beaf mixing with mutton, crockery broken and non hygine",bad,,
This marquee is really amazing and the taste of food is fantastic and the rates of this marquee is cheaper than others.,good,,
"The wedding hall was fabulous and everything was highly dramatic. If you are thinking about a fairytale wedding cermony, you should must try it. Its an amazing option for you.",neutral,,
"A nice place to arrange an event. Taste is good but their service needs to be improved. Dress of waiters, their attitude and provision of edibles at last tables are the areas where they should focus to improve. Furthermore, after event, their waiters, boys managing valet parking and even security guards are seen begging from the hosts which looks very odd.",neutral,,
"Attended wedding in December 2021.

1. Hall was very cold as there was very little heating.
2. Presentation and serving of the food was very poor.
3. Toilet facilities in poor conditions and outside the hall.
4. Poor ambiance.
5. Average parking facilities.
6. Food quality was below average.
7. Ramp was available for wheelchair access.

Below average Marquee.",bad,,
Nice place for event,good,,
"With an excellent ambiance and exquisite furnishings the banquet hall boasts a blend of traditional and modern architecture. The staff is cordial, welcoming and hospitable. Food quality is really good.",good,,
"It was wonderful experience. Food was delicious, stage was well decorated, AC working fine. I am overall satisfied with the arrangements.",good,,
"I had a pleasure of attending my friends wedding recently and I must say that arrangements were excellent. Beautifully decorated and very delicious food, better than other wedding hall food Ive had. There mutton and beef dishes r amazing especially Rosh was well cooked & tender.  Highly recommended if someone is looking for space.",good,,
"We did walima here for my brother's wedding ceremony. Loved the organization, staff behavior, and friendly administration. The food was extremely savory and the decor was so on point, even beyond what we imagined. Special props to the Event Planner Manager, Syed Ibrar Shah Saab who helped us pick the right theme and delivered above and beyond.
Would highly recommend.",neutral,,
"Everything was so on point. The Environment, staff & administration was very cooperative and friendly. The Decor was marvelous, and the food quality and taste was incredibly good. Furthermore, I would like to mention about the Event planner Manager, Syed Ibrar Hussain Shah who organized the event so well that the event was a great hit.",good,,
Yesterday we had an event in Margalla Grande. It was the best event I ever had. The management of margalla grande paid attention to detail to every thing. The decoration was outclass. Food was great. Air conditioning was cool. The management was supportive they gave thir best. Thankyou to Mr. Syed Ibrar Hussain Shah for making this event the best of all time.,good,,
"Last night 1st May 2023 meri baiti ki barat ka event Margalla Grand Marquee ma hua. Mujhay bohat khushi ha k ye aik yadgar function ban gaya jis ka sehra marquee owner se le kar tamam staff tak sab k sar hai. Specially I want to mention the G.M Mr.Danish Mehmood Satti  and event manager Mr.S Ibrar Hussain Shah along with all staff members.
Food quality, interior decoration, services, staff cooperation sab remarkable tha.10 out of 10 from my side.God bless all of you.",good,,
I am fully satisfied with margalla grande marquee and its entire team. They not only put your opinions into consideration but makes sure to give their best to make your event memorable. They delivered with their utmost dedication and handwork. Truly impressed. Kudos to the entire team specially the event planner manager Syed ibrar hussain shah.,good,,
So we did our Farewell here and it was such an amazing place and a very nice vibe. We had a killer night we will never forget tbh. Syed Ibrar Hussain Shah was the event manager and he really cooperated with us and helped us out in making our event go smoothly.,neutral,,
"On 17th june 2023 we had an event this event was of university students and faculty l, it was a great event i am so satisfied with this place recommend everyone to choose it for their events. Especially the CEO danish saab and out event manager syed ibrar hussain shah also wasim saab deserve appreciation for their cooperation and managment.",good,,
"I had a fantastic experience at Margalla Grande! Dealing with Mr. Danish was a pleasure. The food was exquisite, and the staff was attentive and hospitable. A delightful experience overall! Exceptional service and highly recommend for any event.",good,,
Too hot but less tasty biryani. Chillies should be less and focus should be on the taste. Below average taste of the dessert. Seems the several  marquees in a row are being supplied the cooked food from a single vendor. No difference in the taste of food of The Avenue or Margalla Grande Marquees or any other one. Interestingly variety also appears ditto.,neutral,,
"Recently arranged the walima of my brother here overall arrangements including the taste of food and the service was amazing
Specially the decor done by syed ibrar hussain was refreshing",neutral,,
"Food and service was excellent. Staff was very cooperative and respectful. Decorations and arrangements were right according to our expectations. Danish bhai is very responsible, accommodating and cooperative manager. I highly recommend this marquee.",good,,
"They were really cooperative from manager to the lower staff, prices were economical and the facilities were super duper...  Meals are delicious. Decor is pretty good",good,,
"Assalamualaikum
Yesterday my barat event in margalla grande marque it's really a wonderful day for me delicious food really professional staff awesome decor ad setup.manager
Mr ibrar shah doing well sporting and kaind man .
Best of luck all of you ??",good,,
"I visited almost all the marquees in the vicinity for arranging a wedding function. After all the work I found out that Margalla Grande was a better option in all aspects. Their staff is very co-operative, especially Mr Yasrab Wasim who facilitated us in every regard. Hall preparation and arrangements were exactly what we asked them to do. They tailored the menu as per our requirements and that too without any extra cost. On the event night, their service, attitude and cooperation were all top class. Food taste was well appreciated by our guests and the entire experience remained an excellent one. Good job Margalla Grande and thank you very much for providing and outclass experience.",neutral,,
Beautiful Marquee with quality management. The staff is mannered and organised. Arrangements were great and everything was clean and up to the mark. Loved everything.,good,,
"I had an event on Saturday. The management was very helpful from the start in planning the event. They offered good rates and the event ended very smoothly, guests were very happy with arrangements and food quality. I highly recommend it for smooth events.",good,,
"MaashAllah! 5 stars for 5 star services. The best experience we have had  for our brothers walima. Brother Danish, Waseem, Mudassar and each individual staff made sure to make us worry free and they were very comforting throughout the event. Amazing and delicious food, competitive prices and smooth experience made it all perfect.  JazakAllah khair to them for taking such care of us!!!!",good,,
It was an awesome experience to attend a welcome party there. Everything was organized and appreciable. The decor was decent. Special thanks to Mr. Abrar Hussain Shah for organizing and managing a successful and magnificent event.,good,,
Beautiful venue. Had the opportunity to organise my senior's farewell last year and then my own farewell this year. Their CEO Danish Sahib was very friendly and very cooperative towards student. Highly recommended venue for university functions.,neutral,,
"PATHETIC Marquee Ever.  You can't even rate this marquee. No service at all. Worst food taste ever, they will change your selected food and Decor without telling you. NOT AT ALL RECOMMENDED.
Don't even think or consider this marquee for your event even if they are doing it for free. They will ruin your special day. DON'T WASTE YOUR MONEY, TIME and happiness of a special Day.
PATHETIC  PATHETIC  PATHETIC",bad,,
"Very professional staff good management. Beautifully decorated and very delicious food, better than other wedding hall food Ive had. There dishes were amazing especially tikka was well cooked & tender.  Highly recommended if someone is looking for space. Good management done by Syed ibrar hussain shah.",good,,
It was our first event and we were so much nervous about it but syed ibrar Hussain shah and danish sahab really helped us through it..... it was so nicely organized food was good decoration was amazing...... Best marquee in twin cities,good,,
"I had pleasure attending my Farewell party at Margalla Grande Marquees, E11 Branch in Islamabad, led by event manager Syed Ibrar Hussain Shah, offers an exceptional event experience. The venue is stunning, with a spacious and beautifully decorated marquee that sets an elegant ambiance. Syed Ibrar's professionalism and expertise shine through as he meticulously plans and executes every detail. The staff is friendly and professional, ensuring a seamless experience for guests. The catering is outstanding, with delicious food that caters to various dietary preferences. Margalla Grande Marquees, E11 Branch, and Syed Ibrar Hussain Shah truly exceed expectations, making them a top choice for any special occasion in Islamabad",good,,
I had a great experience at your marquee..The decoration and whole arrangement was wholesome..The services were on point..The waiters were so hospitable..We are looking forward to have any upcoming   function in your marquee,good,,
We had our welcome and farewell party yesterday at Margalla Grande. Everything was well organized. Decorations added more to the beauty of event. Thanks to event manager: Syed Ibrar Hussain Shah.,good,,
"Everything was perfect ??
Every commitment was perfect ??
Our Guests are also happy with Margala Grande Management ??
Thanks To all Staff and Specialy Danish Bhai ??",good,,
"We held the Nikah and Barat for my daughter at the Margalla Grande in August. We can not thank the Marquee's event managers enough.
Alhamdullilah, everyone was very happy with the venue, setting, and decorations. We all enjoyed the food.

The Barat arrived late so the Nikah was a little delayed. However, the manager kindly allowed us to extend the event for a little longer.

Several relatives complimented us. We had a great experience.
The Margalla Grand Marquee was recommended to us by our friends and we would certainly recommend this to anyone planning to host a Mehndi, Barat or Walima.",neutral,,
"Hey , So I had my Nikkah event here, this is our first experience with this marquees . I was very nervous because i want everything to be perfect on that day , then we met there event planner manager Syed Ibrar Shah Saab who helped us pick the right theme and delivered above and beyond. Special thanks to this person. Loved the organization, staff behavior, and friendly administration. The food was extremely savory and the decor was so on point, even beyond what we imagined.
Would definitely highly recommended ??",neutral,,
"On November 6th, our walima (lunch) ceremony of my cousin took place in Margala Grande.

1: Management was so co-operative, professional and polished.

2: The food was so delicious and perfectly cooked.

3: Depending on the quality of the services, E11 Margala Grande Marquee was so reasonable in comparison with other marquis.

4: Provide an amazing environment.

5: Marquee is well decorated in accordance with our request.

5: Marquee is well decorated as per our requirement

6: Floor is clean, table and chairs were decorated, washrooms were clean.

7: The overall experience was so amazing/Good with Margala Grande.

8: Special thanks to Danish sb, Syed Ibrar sb for their cooperation to made our event memorable",neutral,,
A good marquee . Well decorated hall. Good sound system. The chairs were just fair. T,good,,
"Margalla Grande E-11 Marquee, MashaAllah nice staff along with high quality taste of food and awesome stage decorations.. The General Manager Danish bhai one of the helpful person in all sort of matters Allah pak bless him",good,,
"We held our farewell party here, and the event manager Syed Ibrar Hussain Shah handled the event superbly. We only have nice things to say about the management of this marquee.",neutral,,
"I had my wedding event here, had a Great experience?? great management ?? Special thanks to GM Mr.Danish ??",good,,
"Had a wonderful experience.  Quality services,  decent staff. Excellent food. Stage decor by Mr Ibrar Shah was amazing. Management of Mr Yasrab was upto mark.  I strongly recommend this venue for all type of events.",good,,
I had an amazing walima event at Margalla Grande in E-11. Excellent services and a huge shout-out to Mr. Syed Ibrar Shah for his outstanding support and professionalism. Highly recommended!,good,,
"Everything was perfect, whether it is decor or management. The staff is super friendly plus cooperative especially event manager Syed Ibrar Hussain Shah.",good,,
"Syed ibrar Hussain Shah He is such a nice host and great  Event planner.Wonderfull experience,great ambiance, enjoying a lot, highly recommended from my side......:)",good,,
Syed Ibrar Hussain Shah hosted an event yesterday which was flawless. Overall everything was good including food.,good,,
It was a wonderful experience working with Margalla Grande Management. They were very cooperative and the food was great and The manager Syed Ibrar Shah helped alot,good,,
"Food and service was excellent. Staff was very cooperative and respectful. Decorations and arrangements were right according to our expectations. Danish is very responsible, accommodating and cooperative manager. I highly recommend him to host your events.",good,,
"Yesterday on 27 march 2022, My brother's wedding ceremony done in Margalla Grande. i simply said its very awesome experience with Margalla grande, From GM Danish satti to all staf Waitors, valley, security guards all are very professional in thier experience & work and very mannerable. All arrangements was on time , stage , chiller, sitting, electric fire works , sound system, cleanliness of Marque and washroom all those things was very perfect and im very happy from all staff. One major thing which i was missed is food. food quality, quantity are perfect. All items are very yummy and delicious specially sekh kabab and kheer its really awsome. Its very nice experience with margalla grande. I recommend this marque to everyone for all types of events.

Thankyou Margalla Grande & All staff to make our event perfect ??

Rating:
Food         10/10 ?
Hall           10/10 ?
Staff          10/10 ?
Stage        10/10 ?
Sound       10/10 ?",good,,
A decent well decorated Marque in E11 Sector. Very crowded shared parking.  General arrangements and food were good.,neutral,,
"Hello Danish Bhai,

I had my Walima at your venue on 6th May.
Just wanted to let you know that everything was absolutely perfect
The venue, the food, the staff. Everything was top notch.
Jazakallah Khair for making my day amazing.
May Allah bless you.",good,,
"Very well organised and managed event ,specially want to thanks Mr ibrar hussain for making our event memorable",neutral,,
"I hosted the Valima ceremony of my son ,the staff and the management was extremely cooperative and delivered up to the expectations.",neutral,,
"Well spacious place, halls for events management and social gatherings",neutral,,
"It is a great marquee, Syed Ibrar Hussain hosted our farwell event for our university really well.",good,,
"Giving 4 star not 5 just because of the furniture it was really dirty and old. Although they have very nice hall, service is excellent, their outdoor seating is very great, catering service is also very great. Shortly they must have to update there furniture and yes they are best for family functions and event. Recommended from my side.",good,,
"Attended a wedding of a close friend there. The management totally ripped them off. Showed and promised them an elegant and beautifully decorated event, but the evening of the event, everything was a complete disaster. The decor wasn't up to the mark, the seats on the chairs and sofas were dirty (imagine dirt and spots on white furniture), and even the ramp wasn't what they paid for.

The hosts were totally distraught and embarrassed in front of their guests, and to make matters worse, the management didn't even seem apologetic. They had more of a, ""What can we do at this point?"" attitude.

Best believe, I'm never hosting an event at their marquee.",bad,,
Food quality is exceptional. Value for money. If you are having sehri must try there mutton payas.,good,,
"The place is amazing.. The food is amazing too. And above all prices are justified.
Only 1500/- for sehri and 2875/- for aftari.",neutral,,
"Fantastic interiors, nice seating, quality food, best and prompt service. It was a memorable gathering in Islamabad. Outer space particularly parking area need much improvement.",good,,
A place where we can enjoy delicious food. They have a superb buffet for iftar and dinner. Price are slightly high but they could not compromise quality of food. They have more than 30 dishes in buffet.,good,,
"Whole experience was ruined just because of one waiter. We were humilated badly in front of our guests just because of one stupid waiter. We asked the waiter to serve the drink to our guests which came to the wedding from other city, and the waiter said ok and didnt serve the drinks which he had in his tray. After 10 minutes, we asked the same waiter to serve the drinks to the guests sitting on our table and he said another guy was brining it. Even after asking 3rd time our guest didnt get any drink.
Not recommended at all. If you want to be humilated only then book this place. No ethics, no manners, poor service. Only suggestion to the owner is Better to hire educated waiters or atleast keep them away from guests.
????????????????????",bad,,
Main hall is ok. 2nd one is too low quality . Entrance is stupid. Long walk through the BBQ restaurant.  Generator blacked out many times during the function.  Quality of staff & their presentation was very mediocre .,bad,,
"It is a social event center. The food is delicious and capacious seatings arrangements.
The service is also u to the standard. The location is approachable especially for inter city guests",neutral,,
This is very well organised and managed place with lots of room. Excellent for parties etc. Food is good and ample. Overall the atmosphere is festive and not romantic. ?ftar dinner during Ramadan was good. Service was efficient and staff was also very cordial. The place also has free valet parking.,neutral,,
Aura Grande Enclave is Beautiful Place for Public or Private Gathering. Having more space for Car Parking. It is Located on Margalla Road E11 Islamabad. Staff is also cooperative of Aura Grande Enclave. I will Recommend for Gathering or Party's.,neutral,,
"Worst food n set up
Broken furniture
Non comparative management
Food quality so down Incomplete setup
Smiley staff
Bad behavior",bad,,
"We had my brother's wedding here. Firstly, the table clothes/runners were washed with some bad smelling soap and I could smell it the minute we entered in the hall. Secondly they messed up our menu and FORGOT to serve two main dishes. It was a total mess.... The waiters were very nice and attentive but the managemsnt was poor.",neutral,,
"Aura Grande Enclave is a great setup for events in Islamabad...
Really Loved This Venue...
Decoration Is awesome...
Good Parking Space...
Seating Plan Is also Classy...
And Food was really classy and tasty...
Loved visiting this place...",good,,
The arrangements they committed was not on point and furniture was in worse condition. Very bad experience,bad,,
"This was my first visit to this place and I was invited to a Valima event!
The road leading to the venue should be carpeted as there was a lot of dust going to the venue.
The venue itself was not very impressive looking and could do with renovation and up gradation.
The food however was excellent both in variety and quality and hence the 4 star rating!",neutral,,
"good marquee. service is good, food is also good. decor is very nice.",good,,
I like this place bcoz the rate is very reasonable and very good rate from other heardware stors.  and good qualities,good,,
"Nice place for sehri, good customer , ambiance and food. 8 ppl went for sehri and they did not charge for children about 10 yrs old",good,,
"The best marquee. I loved the decoration they have done, which makes the events more magical",good,,
"Very good tasty food, good ambiance. Must visit place",good,,
Great hall for any type of gathering.. Attended a wedding here.. Food was good ????,good,,
It was a nice experience especially their parking area and supportive staff.,neutral,,
3 4 time i was there for in opening ceremony good service and good people The food also is good,good,,
"Good decor,  food was tasty especially malai boti but sweet dishes which included qulfa falooda, jalaibi and um e ali were not upto the standard",neutral,,
Extremely Good and Professional Staff. highly recommended for wedding  and other co-operate events.,neutral,,
The taste of every dish was outclass and the idea of starter on both events was really good. 5 star rating must. Only improve the taste of seekh kabab,neutral,,
There's an option for indoors and outdoors both. Both are beautiful. The indoor hall is well furnished and very spacious while the outdoors is green and relaxing. The food is also great. I would highly recommend it.,neutral,,
The food was good but the service was pathetic. The managers were not concerned to guide the service for good delivery. Even not bothered to ask for water. The place is open and good for gatherings. Namaz place available. Cleanliness is okish. Cooking is good.,neutral,,
It's really bad experience.. Don't waste your money on it,bad,,
"Visited Sandez restaurant. Food was good and ambiance soothing , staff very courteous",good,,
Don't think management has any experience of restaurant. Below average food quality with exorbitant price cooked by some inexperienced sheffs. disappointed. Don't recommend.,bad,,
Sehri was really good..chowmein and gola ganda speciality,neutral,,
Wonderful experience and top quality food,good,,
"very good marquee to book your events.
Marquee ambinance and food is excellent.",good,,
Superb place to sit and dine. Excellent place for events. Great staff. Ignore this man.,good,,
Sadly our experience was pretty bad as they don't fulfill the commitment ??,bad,,
The place is good with elegant decor and pleasant environment... food is good.. parking is a bit far from main entrance but valet service is available,good,,
"WORST EXPERIENCE! My event was early December 2022! At 7pm when my parents entered the hall the floor was dirty, the chairs stained, the main bride and groom sofa with missing buttons and just overall disgusting looking. There were only 30 minutes till the guests were supposed to arrive. My mother had to ask them to mop the floors and father was able to get some of the chairs swapped. The main bride and groom sofa remained. The marquee was shining with dust, the 10 minute mopping did almost nothing. Even the sign outside the marquee still had last nights Hosts names on it still. These shameless people take 100% charges 2 days before the event so you can basically do nothing. I would never ever recommend this marquee. I have never in my life written a review yet alone a bad one. But these people need to be exposed. People please save yourself from embarrassment and your hard earned money and book a different marquee for your events.",bad,,
delicious food... nice decor,good,,
Small was a bit but bed is comfortable......all staff coptlrative,neutral,,
The hall was beautiful but the food taste can still be improved,good,,
"Good place, food is nice but dishes replenishment process was very slow, this cause people to wait, and service people disappear when food finished, management need to monitor whole even process. People pay but not getting same level of service",neutral,,
"Very good facility for arranging small or big business activities, family functions or large weddings. Multiple event halls decorated beautifully. They are a bit pricey though.",neutral,,
"Enjoyed my own brother's wedding there!!
Yummy food, Great ambiance & cooperative staff !! :)",good,,
Very good place but unfortunately didn't have good experience of food. May be it's good but was cold,neutral,,
"Ambiance is ok for family functions / parties. Staff is attentive and responsive. Parking space is ample.
Although cutlery was packed in disposable plastic wraps, the plates were not that clean, a few were even a bit greasy - rubbing tissue paper over them left some oily spots on the paper. Food was quite bland tasting. Although there's good variety in their buffet but nothing tastes yummy. Just like food cooked in bulk quantity with all the ingredients and spices tossed in randomly. They should hire a better chef.",neutral,,
Good venue. enjoyed while attending marriage ceremony.,good,,
Services were not provided as per commitment. Disappointed!,bad,,
Poor management with dirty furniture. Bad experience,bad,,
Good,good,,
"It's awesome....
Food quality was also very good.
Special cleanliness is up to the mark.
It may be a great put for weddings and such occasions. The nourishment served was great . The serving was great. Generally it was a great experience. Recommended",good,,
"Thank you so much Team The Royals Marquee and Event Complex, proved to be the Royals.
We Mr. & Mrs. Ali are very thankful to the Royals Event Complex for making us feel special.
The ambiance, the sitting plan, flowers set up, chairs and couches, the bridal shoot room, and on top the Meal was so fabulous and exuberant. The team/staff made us feel like home. Everything was great. ?? Well done!!
Grateful to make our event memorable!!",neutral,,
"The parking had ample space and good management.
The marquee itself was spacious and well-lit. Good washrooms and a nice lobby. The furniture within could be a little less gaudy.
Food was delicious and well stocked.

Overall, a very good experience.",good,,
"It's awesome....
Food quality was also very good.
Special cleanliness is up to the mark.",good,,
Beautiful hall exotic ambiance and food is also great,good,,
Attended a wedding at this place. It's really good specially the ambience. Cosy with large standing floor heaters. Lighting and decor is eye catching. Sound system was ok could be improved. Enough space for upto 1000 people gathering. Cutlery was good. Food was delicious and ample. Bathrooms were clean better than many but could be improved. Staff competent at serving.Vast parking ??. Overall very good experience.,good,,
"I attended the wedding, the Ambience is nice.
The food quality is also up to the mark
Lobby is well decorative wall.
Over all experience is Good. Recommend",good,,
"I completely impressed with the Royals Event Complex, The Location was perfect, close to the city center and attractions. The Royals Event Complex had great facilities and was very convenient. Their staff is not only friendly but also highly skilled.",neutral,,
"Dear Royal Event Complex

Take this as a  quality conscious customer feedback from  not only my  but also from my entire family and all guests  .

I including my family loved the environment,ambiance , food taste ,food quality , service, etiquettes of servers , lighting, arrangements were outstanding. I am frequent five star customer and after long time I have experienced something better then Mariott / Serena .

I really appreciate  team Royals Events for their outstanding team work which was very organised, planned and starting from Car parking - Entrance - Manager room - waiting room - Dining hall -Food quality- food taste - Quantity -Mudic system - lighting- decoration - cleanliness of hall & washroom

We have become your fan and we are recommending it to our friends and family as people who attended this function are again and again mentioning taste and arrangements and taking details of your POC .

We are your brand Ambassadors for true good quality , taste and ambiance.

Sincere regards
Muhammad Umar Pasha
Deputy General Manager HBL",neutral,,
